Battery power,Bluetooth,Microprocessor Speed,Double line,MegaPixels,4G,Internal Memory,Thickness,Weight,core number,Rear Camera MP,Resolution Height,Resolution Width,RAM,Battery Shoulder,3G,Touch,WiFi,Price range,color
660,0,0.5,0,2,0,5,0.7,0,8,8,440,569,2424,9,0,0,0,0,Gri
576,0,2.6,0,7,0,58,0.2,90,3,6,400,630,336,3,0,0,0,4,Siyah
366,0,0.7,0,5,0,53,0.2,60,5,9,647,876,3869,4,0,0,0,2,Sarı
659,0,2.2,0,0,0,24,0.7,50,8,2,924,877,3925,0,0,0,0,2,Siyah
992,0,0.6,0,0,0,2,0,40,0,4,649,895,3206,0,0,0,0,2,Beyaz
599,0,2.9,0,0,0,64,0.3,86,8,0,3,646,3396,7,0,0,0,0,Kırmızı
670,0,0.6,0,7,0,60,0,29,2,0,263,848,2336,7,0,0,0,0,Sarı
568,0,0.5,0,6,0,33,0,50,8,20,403,654,508,6,0,0,0,4,Mavi
0,0,0.5,0,2,0,2,0.3,53,8,5,960,950,624,5,0,0,0,4,Sarı
793,0,2.8,0,0,0,64,0.4,79,4,2,808,6,2296,5,0,0,0,3,Yeşil
583,0,0.2,0,0,0,4,0.2,48,2,4,70,673,2498,8,0,0,0,0,Sarı
946,0,2,0,0,0,9,0.2,54,8,0,59,630,2004,6,0,0,0,3,Kırmızı
627,0,0.9,0,9,0,32,0,80,6,6,52,82,3206,6,0,0,0,2,Mor
730,0,0.3,0,6,0,6,0.9,67,7,0,96,55,2802,7,0,0,0,0,Kahverengi
580,0,0.2,0,0,0,47,0.9,90,3,0,86,345,3450,0,0,0,0,2,Turuncu
558,0,2.4,0,0,0,27,0,46,0,0,20,409,3598,2,0,0,0,2,Mor
53,0,2.9,0,7,0,42,0.9,26,6,7,409,260,339,4,0,0,0,4,Beyaz
830,0,0.7,0,2,0,62,0.7,34,8,9,482,490,2573,8,0,0,0,0,Beyaz
65,0,0.7,0,4,0,48,0.3,62,6,8,88,948,265,2,0,0,0,4,Mavi
667,0,0,0,0,0,20,0.9,38,2,0,200,396,635,5,0,0,0,4,Gri
695,0,0.5,0,6,0,46,0.7,200,3,9,790,898,446,5,0,0,0,3,Gri
253,0,0.5,0,5,0,5,0.2,52,2,9,685,704,878,4,0,0,0,3,Kırmızı
273,0,0.7,0,0,0,23,0.6,78,6,4,485,399,558,3,0,0,0,4,Siyah
860,0,2.3,0,5,0,23,0.6,62,4,6,362,506,3908,8,0,0,0,2,Kahverengi
270,0,0.5,0,2,0,54,0,59,8,3,603,650,990,6,0,0,0,4,Pembe
484,0,3,0,3,0,2,0.6,34,3,5,906,969,457,20,0,0,0,3,Siyah
894,0,0.9,0,5,0,54,0.2,30,3,5,4,540,2829,3,0,0,0,0,Siyah
576,0,2.2,0,8,0,5,0.7,39,3,7,258,789,3904,7,0,0,0,2,Mor
793,0,0.9,0,0,0,43,0.3,24,8,2,5,96,50,3,0,0,0,4,Siyah
432,0,0.7,0,6,0,39,0.3,64,4,8,209,947,504,0,0,0,0,4,Pembe
379,0,0.5,0,6,0,9,0.8,8,8,3,98,755,693,8,0,0,0,3,Pembe
900,0,0.4,0,0,0,29,0.6,46,7,2,333,639,2944,2,0,0,0,0,Kahverengi
245,0,0.6,0,2,0,30,0.7,5,5,3,330,434,2676,7,0,0,0,0,Kahverengi
523,0,0.8,0,6,0,0,0,29,0,8,48,606,707,9,0,0,0,4,Gri
75,0,0.7,0,0,0,45,0.6,67,2,7,90,557,2240,5,0,0,0,3,Turkuaz
879,0,0.5,0,0,0,20,0.8,87,4,2,463,38,2927,0,0,0,0,0,Pembe
593,0,0,0,0,0,52,0.7,30,8,0,760,336,354,3,0,0,0,3,Sarı
4,0,0.7,0,0,0,60,0.4,99,2,3,653,403,229,3,0,0,0,4,Beyaz
89,0,0.9,0,5,0,7,0.5,64,2,20,79,605,840,0,0,0,0,4,Kahverengi
982,0,0.6,0,2,0,2,0.2,80,5,20,287,593,824,4,0,0,0,3,Kahverengi
560,0,0.5,0,4,0,23,0,46,8,5,356,903,2360,8,0,0,0,3,Siyah
986,0,0.5,0,7,0,50,0.4,95,3,9,342,774,3065,3,0,0,0,2,Siyah
303,0,0,0,0,0,5,0,38,3,0,229,604,2574,4,0,0,0,0,Gri
868,0,0.9,0,5,0,5,0.4,37,4,7,40,300,509,2,0,0,0,4,Kahverengi
534,0,2.5,0,0,0,20,0.3,64,7,9,347,477,2706,8,0,0,0,0,Mor
500,0,0.6,0,0,0,32,0.7,35,3,8,963,520,854,0,0,0,0,3,Yeşil
72,0,0.9,0,0,0,27,0.7,64,0,3,607,92,477,6,0,0,0,3,Gri
602,0,0.5,0,0,0,20,0.8,79,8,6,45,487,3282,8,0,0,0,2,Yeşil
38,0,0.4,0,2,0,44,0.2,87,8,7,0,38,3475,3,0,0,0,2,Kırmızı
454,0,0.5,0,0,0,34,0.7,83,4,3,250,33,3409,5,0,0,0,2,Turkuaz
796,0,0.5,0,2,0,2,0.5,4,0,8,74,508,75,2,0,0,0,4,Mor
864,0,0.6,0,0,0,53,0.3,88,6,0,262,436,493,0,0,0,0,4,Kahverengi
642,0,0.5,0,0,0,38,0.8,86,5,0,887,775,435,2,0,0,0,4,Pembe
830,0,0,0,7,0,47,0.3,7,0,0,90,882,3362,0,0,0,0,2,Siyah
845,0,0.5,0,0,0,60,0.3,96,0,2,292,695,730,6,0,0,0,3,Yeşil
76,0,2,0,2,0,62,0.5,68,2,0,674,455,534,7,0,0,0,3,Mavi
767,0,0.9,0,6,0,9,0.2,85,6,7,270,0,2445,6,0,0,0,3,Yeşil
947,0,0.8,0,0,0,22,0,97,2,3,76,220,2842,2,0,0,0,0,Mor
594,0,2.6,0,0,0,27,0,96,5,2,407,528,708,7,0,0,0,4,Yeşil
590,0,2,0,8,0,6,0.5,96,7,20,952,726,704,4,0,0,0,4,Kırmızı
507,0,0.5,0,0,0,32,0.5,40,7,0,936,398,702,5,0,0,0,3,Kahverengi
66,0,0.5,0,7,0,59,0.5,80,0,0,437,638,3887,7,0,0,0,2,Mor
494,0,0.6,0,3,0,45,0.8,58,5,4,449,790,3208,4,0,0,0,2,Sarı
732,0,0,0,4,0,2,0.8,9,8,9,824,880,308,0,0,0,0,3,Pembe
893,0,2.5,0,0,0,55,0.6,83,2,0,407,946,2986,6,0,0,0,0,Siyah
774,0,0.5,0,2,0,0,0.5,88,2,9,480,730,2944,2,0,0,0,0,Beyaz
860,0,0.9,0,4,0,55,0.5,48,7,8,698,877,600,4,0,0,0,3,Yeşil
882,0,0.3,0,8,0,47,0.2,40,2,3,9,652,2500,0,0,0,0,0,Turuncu
908,0,0.9,0,2,0,0,0.6,0,5,0,70,543,707,6,0,0,0,0,Yeşil
336,0,0.9,0,5,0,7,0.2,94,5,9,55,583,869,6,0,0,0,3,Pembe
876,0,0.5,0,0,0,40,0.3,86,6,4,546,564,2503,6,0,0,0,2,Beyaz
677,0,0.8,0,4,0,0,0.7,24,6,8,270,477,3770,2,0,0,0,2,Siyah
205,0,2.7,0,5,0,0,0,63,6,0,320,870,953,20,0,0,0,4,Turuncu
42,0,2.2,0,5,0,0,0.6,39,5,6,68,8,2826,2,0,0,0,0,Mor
772,0,2.6,0,7,0,6,0,0,2,0,740,470,929,8,0,0,0,4,Mavi
732,0,0.3,0,5,0,32,0.4,63,8,7,660,836,,5,0,0,0,2,Siyah
560,0,0.5,0,0,0,4,0.5,34,2,3,885,800,783,0,0,0,0,0,Kırmızı
606,0,2.2,0,3,0,20,0.8,50,7,4,347,503,3267,9,0,0,0,0,Gri
946,0,2.6,0,7,0,5,0,66,3,20,698,770,3720,4,0,0,0,2,Kırmızı
897,0,2,0,3,0,2,0.6,54,8,0,0,994,958,7,0,0,0,3,Mor
778,0,0.5,0,0,0,5,0.5,2,3,0,445,954,204,4,0,0,0,3,Turuncu
424,0,2.9,0,0,0,20,0.6,80,5,0,80,99,2658,9,0,0,0,0,Yeşil
640,0,0,0,6,0,48,0.7,97,8,7,224,994,695,7,0,0,0,0,Beyaz
564,0,3,0,0,0,8,0.7,30,2,3,853,737,2227,4,0,0,0,3,Siyah
994,0,0.2,0,4,0,40,0.9,64,2,7,296,839,3004,0,0,0,0,0,Sarı
808,0,0.5,0,0,0,30,0.5,92,2,6,704,208,2736,8,0,0,0,2,Kırmızı
288,0,0.5,0,3,0,60,0.2,5,6,6,988,503,882,0,0,0,0,0,Mavi
444,0,2,0,9,0,38,0.4,4,7,6,624,907,3764,0,0,0,0,2,Yeşil
504,0,0.9,0,7,0,25,0.3,52,4,9,395,853,788,3,0,0,0,3,Turkuaz
630,0,2,0,9,0,4,0.5,80,8,3,66,448,202,2,0,0,0,4,Mor
423,0,0.6,0,2,0,44,0.8,30,5,3,500,640,2253,9,0,0,0,3,Gri
770,0,2.9,0,2,0,62,0.7,6,0,8,709,780,628,6,0,0,0,3,Turuncu
930,0,0.3,0,0,0,4,0.4,97,6,0,77,25,2457,7,0,0,0,3,Mor
26,0,2.4,0,2,0,0,0.4,60,6,3,223,600,2050,2,0,0,0,0,Turuncu
686,0,2.8,0,3,0,38,0,66,4,4,397,453,2958,2,0,0,0,2,Turuncu
673,0,0.7,0,3,0,22,0,88,0,5,594,88,2050,7,0,0,0,3,Mor
492,0,0.5,0,5,0,0,0.9,85,3,7,684,746,2259,9,0,0,0,2,Yeşil
764,0,0,0,9,0,45,0.5,24,8,0,52,539,340,2,0,0,0,4,Kahverengi
28,0,0,0,9,0,46,0.9,35,8,0,750,582,434,0,0,0,0,3,Mor
509,0,0.6,0,7,0,50,0.3,32,4,9,550,645,3763,4,0,0,0,2,Beyaz
420,0,2.8,0,0,0,57,0.4,65,0,2,780,657,2775,4,0,0,0,2,Siyah
832,0,0.6,0,0,0,34,0.3,8,5,5,300,294,447,2,0,0,0,4,Siyah
904,0,0.2,0,0,0,30,0.8,2,3,0,657,4,2804,9,0,0,0,0,Turuncu
200,0,0.6,0,9,0,57,0.5,0,4,20,329,39,886,7,0,0,0,3,Sarı
740,0,0.5,0,0,0,55,0,40,5,3,709,755,2575,7,0,0,0,0,Gri
379,0,0.5,0,0,0,9,0.3,34,8,7,387,670,3902,9,0,0,0,2,Kırmızı
645,0,2.5,0,0,0,63,0,74,4,4,278,584,3605,3,0,0,0,0,Turuncu
743,0,0.5,0,0,0,33,0.3,95,2,0,587,659,306,4,0,0,0,4,Gri
866,0,2.5,0,3,0,47,0.8,89,5,9,358,782,444,20,0,0,0,3,Mavi
237,0,2.5,0,7,0,3,0.8,98,4,2,8,4,2528,6,0,0,0,0,Siyah
64,0,2.9,0,0,0,34,0.2,84,6,3,75,569,654,6,0,0,0,4,Mavi
563,0,0.5,0,2,0,40,0.9,45,5,6,263,706,2603,9,0,0,0,0,Siyah
559,0,0.5,0,0,0,0,0.4,82,5,4,540,823,2009,6,0,0,0,3,Pembe
604,0,0.7,0,0,0,58,0.2,28,7,2,22,509,3487,0,0,0,0,0,Turuncu
646,0,2.3,0,8,0,40,0.2,85,2,0,725,932,3339,9,0,0,0,2,Siyah
763,0,2.9,0,0,0,53,0.2,0,4,20,38,806,2066,7,0,0,0,3,Mor
698,0,2.8,0,0,0,7,0.8,30,8,2,26,508,2992,7,0,0,0,0,Turkuaz
384,0,2.8,0,5,0,60,0,82,3,8,983,200,220,5,0,0,0,3,Beyaz
620,0,2.2,0,0,0,30,0.2,85,3,3,832,33,606,8,0,0,0,4,Mor
823,0,0,0,9,0,8,0.2,82,5,6,80,350,3894,9,0,0,0,2,Yeşil
549,0,0.5,0,0,0,27,0.4,3,5,7,632,62,436,0,0,0,0,4,Mavi
744,0,0,0,0,0,20,0.5,2,8,3,68,708,205,4,0,0,0,3,Mor
304,0,2.8,0,3,0,5,0,87,4,8,82,502,3400,8,0,0,0,2,Yeşil
904,0,2.7,0,4,0,9,0.6,47,6,7,94,496,545,6,0,0,0,4,Gri
578,0,2.9,0,8,0,3,0.9,200,0,20,342,670,3483,6,0,0,0,2,Kırmızı
722,0,0,0,7,0,25,0.8,88,6,9,79,638,2376,9,0,0,0,2,Gri
878,0,0.3,0,3,0,30,0.5,53,4,8,575,608,3497,0,0,0,0,0,Kahverengi
760,0,0.9,0,0,0,50,0.8,98,0,2,273,704,2549,4,0,0,0,0,Mor
368,0,0.6,0,4,0,9,0,5,7,7,843,45,2940,7,0,0,0,2,Siyah
97,0,2,0,6,0,64,0.2,60,3,8,409,904,725,9,0,0,0,3,Turkuaz
829,0,0.5,0,0,0,56,0.6,29,7,0,90,906,820,0,0,0,0,4,Beyaz
4,0,0.6,0,0,0,30,0,60,8,0,62,580,2,3,0,0,0,4,Beyaz
960,0,0.5,0,0,0,50,0.3,52,6,6,554,620,2980,7,0,0,0,0,Kırmızı
744,0,0.7,0,0,0,33,0.5,5,4,2,252,963,2700,9,0,0,0,0,Kırmızı
57,0,2.7,0,3,0,40,0,97,4,0,397,890,2033,2,0,0,0,3,Mor
93,0,0.5,0,0,0,30,0.6,70,2,2,300,420,646,6,0,0,0,3,Mavi
753,0,0.5,0,0,0,30,0,34,0,8,590,926,324,7,0,0,0,0,Yeşil
950,0,0.5,0,6,0,5,0.6,80,2,7,854,935,83,6,0,0,0,4,Beyaz
805,0,0.7,0,0,0,58,0.9,68,3,0,80,544,3397,2,0,0,0,0,Kahverengi
538,0,0.8,0,2,0,2,0.8,77,7,3,235,662,407,9,0,0,0,4,Siyah
969,0,0.8,0,5,0,7,0.2,85,8,20,332,764,305,7,0,0,0,4,Siyah
769,0,0.5,0,2,0,54,0.2,2,4,9,385,780,940,20,0,0,0,4,Turuncu
675,0,2.3,0,0,0,60,0.9,44,5,5,92,757,735,3,0,0,0,4,Sarı
296,0,0.9,0,,0,4,0.5,24,5,3,800,272,490,4,0,0,0,4,Sarı
347,0,0.9,0,8,0,53,0.8,8,6,5,960,8,3836,4,0,0,0,2,Siyah
503,0,2.5,0,3,0,57,0.6,85,6,0,778,290,305,6,0,0,0,4,Mavi
304,0,2.9,0,8,0,40,0,55,4,2,3,577,626,4,0,0,0,4,Mor
22,0,0.5,0,0,0,40,0.3,56,7,4,675,63,456,20,0,0,0,3,Gri
36,0,0.5,0,0,0,9,0.9,50,6,2,307,767,2000,6,0,0,0,0,Kırmızı
504,0,0.5,0,2,0,34,0.7,42,8,5,507,973,2806,7,0,0,0,0,Turuncu
643,0,0.7,0,3,0,23,0.8,56,0,9,304,400,2096,2,0,0,0,3,Mor
828,0,2,0,0,0,7,0.9,99,0,0,336,898,2280,4,0,0,0,0,Mavi
263,0,0.5,0,2,0,64,0.3,75,5,8,78,883,83,7,0,0,0,3,Kırmızı
882,0,2,0,0,0,44,0.8,3,8,9,4,743,3579,20,0,0,0,2,Gri
398,0,0.6,0,8,0,26,0.8,50,0,2,755,284,3488,0,0,0,0,2,Turuncu
302,0,0.8,0,0,0,24,0.9,56,6,0,5,790,3833,7,0,0,0,2,Pembe
775,0,0.5,0,3,0,40,0,63,0,7,633,869,2343,4,0,0,0,2,Yeşil
854,0,0,0,5,0,7,0.9,0,4,9,730,48,3005,2,0,0,0,0,Mavi
528,0,0.7,0,2,0,6,0.8,42,2,5,574,637,3256,6,0,0,0,0,Pembe
566,0,0.5,0,0,0,20,0.5,26,2,0,603,930,659,3,0,0,0,3,Turuncu
58,0,0.7,0,0,0,29,0.7,23,2,20,300,796,542,5,0,0,0,3,Turuncu
95,0,0,0,2,0,8,0.9,80,6,6,327,0,643,9,0,0,0,4,Turkuaz
48,0,2.3,0,0,0,58,0.3,70,5,20,606,688,3027,0,0,0,0,0,Turuncu
808,0,0.9,0,7,0,20,0.8,85,6,4,496,974,470,0,0,0,0,4,Kırmızı
587,0,0.5,0,0,0,50,0.9,48,8,5,299,874,460,4,0,0,0,4,Mor
948,0,2.9,0,4,0,5,0.2,36,0,3,650,700,360,0,0,0,0,4,Beyaz
70,0,2.6,0,0,0,49,0.3,99,4,5,328,970,3393,7,0,0,0,2,Pembe
883,0,0.5,0,3,0,0,0.3,46,6,3,836,739,2600,20,0,0,0,2,Turkuaz
68,0,0.5,0,0,0,9,0.9,97,8,9,322,875,209,2,0,0,0,4,Beyaz
486,0,2.6,0,7,0,52,0,85,4,5,430,747,297,5,0,0,0,4,Siyah
688,0,2.5,0,0,0,57,0.8,30,7,3,426,964,3745,4,0,0,0,2,Pembe
885,0,2.3,0,0,0,5,0.4,3,7,0,769,802,400,5,0,0,0,4,Pembe
547,0,0.9,0,0,0,37,0.4,54,5,4,370,540,2705,0,0,0,0,3,Beyaz
925,0,3,0,0,0,6,0.8,75,8,0,983,87,2073,9,0,0,0,0,Pembe
569,0,0.6,0,4,0,54,0.9,90,4,6,370,665,3905,4,0,0,0,2,Kahverengi
907,0,2.6,0,7,0,44,0.2,60,3,2,44,896,3900,8,0,0,0,2,Yeşil
428,0,0.6,0,0,0,7,0,53,4,2,584,983,808,3,0,0,0,3,Mavi
80,0,2.5,0,0,0,27,0,90,6,0,68,540,348,9,0,0,0,4,Beyaz
832,0,0.7,0,2,0,2,0.6,90,7,6,86,654,2978,8,0,0,0,0,Yeşil
965,0,0.5,0,4,0,29,0.5,49,5,3,584,676,2973,20,0,0,0,2,Gri
403,0,0.5,0,5,0,50,0.3,7,5,0,87,507,3383,2,0,0,0,2,Turuncu
668,0,0.5,0,0,0,3,0,55,5,3,666,203,2746,8,0,0,0,0,Gri
530,0,2,0,0,0,42,0.8,77,6,3,454,975,725,9,0,0,0,4,Mor
572,0,0.6,0,0,0,58,0.2,57,7,8,9,937,2462,0,0,0,0,2,Yeşil
405,0,0.7,0,0,0,8,0.3,7,4,7,284,36,2376,0,0,0,0,0,Sarı
39,0,0.9,0,6,0,58,0.5,60,2,0,742,999,850,8,0,0,0,3,Yeşil
960,0,2,0,0,0,7,0.2,65,7,9,868,877,3773,6,0,0,0,2,Turuncu
705,0,2.3,0,4,0,48,0,60,4,6,20,562,3709,0,0,0,0,0,Turuncu
590,0,0.9,0,3,0,20,0,60,5,8,920,963,700,4,0,0,0,3,Beyaz
82,0,2.3,0,0,0,2,0,0,4,20,398,724,2077,7,0,0,0,3,Sarı
547,0,2.9,0,6,0,45,0.7,66,2,8,583,590,505,3,0,0,0,4,Kahverengi
702,0,0.5,0,3,0,35,0.2,84,2,0,558,208,2090,4,0,0,0,3,Sarı
709,0,0.8,0,8,0,58,0.8,36,2,0,956,292,780,7,0,0,0,0,Siyah
874,0,2.7,0,0,0,8,0.9,66,7,3,964,233,246,2,0,0,0,3,Sarı
753,0,0.5,0,0,0,48,0,20,8,20,606,306,,6,0,0,0,2,Turkuaz
773,0,2.5,0,6,0,32,0.6,70,6,8,205,472,3566,3,0,0,0,2,Sarı
234,0,0.6,0,0,0,33,0.6,72,0,3,66,778,449,6,0,0,0,4,Mavi
426,0,0.6,0,4,0,2,0.7,74,5,6,573,694,277,5,0,0,0,3,Kırmızı
560,0,2.8,0,2,0,40,0,99,7,6,426,865,2974,9,0,0,0,0,Siyah
775,0,0,0,3,0,46,0.7,59,2,6,862,864,568,0,0,0,0,4,Pembe
608,0,0.5,0,0,0,64,0.9,94,4,0,4,350,2507,7,0,0,0,3,Siyah
485,0,2.8,0,3,0,44,0,38,4,4,340,774,3270,8,0,0,0,2,Beyaz
83,0,2.9,0,0,0,64,0.8,78,3,0,25,8,3200,4,0,0,0,2,Mavi
579,0,0.5,0,0,0,5,0.2,88,7,9,358,739,3532,2,0,0,0,2,Kahverengi
695,0,2.3,0,0,0,34,0.4,84,5,0,703,742,3296,4,0,0,0,2,Yeşil
225,0,2.4,0,0,0,5,0,55,5,0,840,982,970,5,0,0,0,3,Gri
97,0,0.3,0,3,0,20,0.5,49,6,7,649,629,797,4,0,0,0,3,Sarı
703,0,2.7,0,2,0,30,0.3,3,0,20,208,65,472,7,0,0,0,4,Pembe
593,0,0.5,0,6,0,30,0.4,56,7,7,233,307,692,7,0,0,0,3,Siyah
504,0,2.8,0,,0,40,0.5,78,3,0,626,95,470,6,0,0,0,4,Siyah
572,0,0.8,0,7,0,8,0.8,69,5,8,577,237,3460,0,0,0,0,2,Mor
224,0,0.6,0,9,0,33,0,57,0,8,522,563,3796,3,0,0,0,2,Mavi
594,0,0.8,0,2,0,28,0,32,5,3,0,263,3087,4,0,0,0,0,Mor
703,0,0.6,0,4,0,63,0.7,89,2,8,3,760,2082,2,0,0,0,3,Kahverengi
20,0,0.5,0,0,0,53,0.7,36,3,6,905,988,2630,7,0,0,0,0,Kahverengi
809,0,0.7,0,3,0,59,0,74,3,4,639,720,2324,6,0,0,0,0,Mor
447,0,0.5,0,3,0,40,0.7,84,2,5,963,62,470,20,0,0,0,4,Turuncu
507,0,0.4,0,3,0,33,0.8,83,4,8,660,974,3704,0,0,0,0,2,Mavi
560,0,0,0,0,0,0,0,63,8,0,492,76,3420,5,0,0,0,0,Pembe
922,0,0.5,0,0,0,35,0.9,88,7,5,6,383,65,4,0,0,0,4,Gri
837,0,2.4,0,0,0,50,0.2,4,5,5,638,830,594,20,0,0,0,4,Kahverengi
544,0,2.3,0,2,0,45,0,3,8,20,236,857,300,8,0,0,0,3,Pembe
337,0,0.5,0,3,0,30,0.8,86,2,20,48,644,2080,6,0,0,0,3,Kahverengi
453,0,0.6,0,2,0,52,0.3,96,2,8,87,300,2373,0,0,0,0,0,Mor
605,0,0.5,0,4,0,5,0,32,4,6,622,256,3488,3,0,0,0,2,Kahverengi
725,0,0.5,0,8,0,52,0,85,6,2,25,95,243,5,0,0,0,3,Kahverengi
303,0,0.8,0,4,0,9,0.4,5,0,6,406,308,3790,6,0,0,0,2,Mor
230,0,2.2,0,6,0,26,0.8,23,5,7,406,676,988,9,0,0,0,4,Kırmızı
564,0,0.5,0,0,0,42,0.7,8,2,2,609,962,3376,7,0,0,0,2,Mavi
337,0,2.7,0,0,0,5,0.7,200,4,0,60,29,3242,20,0,0,0,0,Kahverengi
608,0,0,0,9,0,3,0,80,4,5,590,724,424,7,0,0,0,4,Yeşil
857,0,2,0,3,0,7,0.2,95,7,9,57,948,3000,3,0,0,0,0,Siyah
962,0,0,0,3,0,7,0,60,8,20,546,424,3438,20,0,0,0,2,Yeşil
957,0,0.7,0,0,0,4,0,60,2,0,38,682,898,3,0,0,0,3,Sarı
323,0,2.5,0,0,0,28,0.2,30,4,2,62,609,892,5,0,0,0,3,Turuncu
250,0,0.5,0,4,0,20,0.4,67,5,8,0,20,3304,6,0,0,0,0,Yeşil
354,0,0.7,0,3,0,26,0.5,36,4,6,297,908,2090,3,0,0,0,3,Kırmızı
609,0,0.9,0,2,0,20,0.4,38,0,9,46,562,640,3,0,0,0,3,Beyaz
990,0,0.8,0,0,0,9,0.7,94,3,2,750,377,500,9,0,0,0,3,Gri
880,0,0.5,0,0,0,44,0.5,72,8,5,436,302,3032,6,0,0,0,0,Kırmızı
793,0,2.7,0,2,0,44,0.7,75,5,7,655,459,2803,6,0,0,0,2,Beyaz
797,0,2.9,0,4,0,38,0.5,90,4,6,763,403,590,6,0,0,0,4,Kırmızı
339,0,0.5,0,0,0,20,0.5,80,4,0,833,440,867,3,0,0,0,4,Pembe
735,0,0.8,0,6,0,34,0,40,2,7,49,876,2392,9,0,0,0,0,Siyah
623,0,0.2,0,6,0,60,0.9,20,7,2,568,832,500,7,0,0,0,0,Turuncu
783,0,0.5,0,8,0,4,0.6,83,8,0,900,566,806,7,0,0,0,0,Beyaz
309,0,0.9,0,3,0,40,0.9,7,0,8,85,52,2227,3,0,0,0,3,Kahverengi
635,0,0.6,0,0,0,50,0.3,97,5,3,93,989,2007,2,0,0,0,3,Mavi
803,0,0.6,0,0,0,5,0.2,98,3,8,338,306,759,4,0,0,0,4,Mor
640,0,0.6,0,0,0,20,0,63,4,5,700,79,2844,8,0,0,0,0,Beyaz
790,0,2.5,0,9,0,2,0,84,0,4,622,792,366,20,0,0,0,3,Pembe
206,0,3,0,4,0,47,0.4,99,3,7,852,967,2268,4,0,0,0,0,Turuncu
454,0,0.4,0,8,0,37,0.8,80,8,20,903,900,703,9,0,0,0,3,Mavi
345,0,3,0,7,0,38,0,62,3,0,502,465,322,5,0,0,0,3,Kahverengi
990,0,2.7,0,5,0,64,0.9,45,2,3,58,325,733,8,0,0,0,0,Siyah
290,0,0.5,0,0,0,3,0,43,6,4,600,9,204,5,0,0,0,3,Kahverengi
799,0,0.5,0,0,0,49,0.4,7,4,2,632,383,720,0,0,0,0,4,Kırmızı
956,0,2.2,0,0,0,37,0.5,87,3,2,85,776,9,9,0,0,0,3,Siyah
379,0,2,0,4,0,63,0,83,0,7,207,370,650,7,0,0,0,4,Mor
92,0,0.5,0,0,0,0,0.5,67,3,4,468,570,737,0,0,0,0,4,Beyaz
489,0,2,0,0,0,9,0.4,69,3,0,923,759,663,4,0,0,0,3,Kahverengi
723,0,0.5,0,0,0,3,0.2,68,4,3,920,748,850,6,0,0,0,3,Mavi
902,0,0.5,0,0,0,3,0.2,55,4,0,766,877,940,5,0,0,0,3,Kırmızı
300,0,2.3,0,6,0,57,0.9,35,8,9,449,889,75,8,0,0,0,4,Turuncu
688,0,2.5,0,9,0,40,0.2,9,5,20,376,957,382,8,0,0,0,3,Turuncu
542,0,2.3,0,0,0,43,0.8,82,2,0,346,966,3600,6,0,0,0,2,Gri
708,0,2.7,0,0,0,63,0,95,8,7,78,654,2069,7,0,0,0,3,Pembe
209,0,0,0,0,0,7,0.7,96,5,4,473,22,705,6,0,0,0,4,Mavi
762,0,0.7,0,7,0,60,0,57,4,0,643,790,380,4,0,0,0,3,Siyah
576,0,2,0,0,0,20,0.6,48,3,0,400,550,379,6,0,0,0,3,Turkuaz
7,0,2,0,0,0,45,0,95,5,2,86,529,3648,6,0,0,0,2,Mavi
320,0,0.5,0,7,0,48,0.2,68,5,6,3,583,2893,9,0,0,0,0,Kırmızı
885,0,2.4,0,2,0,4,0.6,92,4,5,406,507,277,6,0,0,0,3,Siyah
834,0,2,0,7,0,40,0,99,4,0,0,987,3692,6,0,0,0,2,Siyah
984,0,0.5,0,3,0,42,0.8,98,7,7,36,600,898,3,0,0,0,4,Turuncu
740,0,0.5,0,0,0,4,0.3,78,5,3,334,594,886,9,0,0,0,4,Beyaz
665,0,0.5,0,3,0,60,0.2,94,6,8,572,684,600,4,0,0,0,0,Beyaz
534,0,0.5,0,4,0,2,0.2,85,5,6,900,220,2466,8,0,0,0,0,Gri
830,0,2.4,0,0,0,55,0.5,86,6,2,72,239,75,3,0,0,0,4,Yeşil
807,0,0.5,0,9,0,8,0.3,58,5,20,667,697,284,2,0,0,0,4,Pembe
932,0,0.5,0,0,0,60,0.7,4,4,2,268,78,459,9,0,0,0,4,Pembe
986,0,0.8,0,3,0,28,0.8,82,4,20,99,679,49,8,0,0,0,4,Siyah
900,0,2.3,0,0,0,8,0.2,89,7,9,55,660,2870,3,0,0,0,2,Siyah
872,0,0.5,0,3,0,7,0.7,89,6,6,749,767,724,9,0,0,0,3,Kırmızı
772,0,0.6,0,7,0,45,0.5,59,2,8,837,405,46,7,0,0,0,3,Turkuaz
988,0,0.5,0,0,0,6,0,94,8,0,53,696,3044,4,0,0,0,2,Turkuaz
652,0,0.5,0,0,0,58,0.6,42,3,2,464,780,565,9,0,0,0,4,Pembe
528,0,0.8,0,3,0,55,0.8,29,5,6,454,762,282,0,0,0,0,3,Beyaz
35,0,2.7,0,0,0,40,0.2,57,5,5,757,902,,5,0,0,0,2,Turuncu
784,0,0.6,0,4,0,40,0.4,64,6,20,600,437,2303,0,0,0,0,0,Turkuaz
480,0,0.7,0,4,0,37,0.6,96,5,3,6,533,2945,6,0,0,0,0,Turuncu
670,0,0.9,0,0,0,30,0.7,5,7,7,852,82,2504,5,0,0,0,0,Kahverengi
603,0,2.5,0,3,0,35,0.7,26,3,6,692,57,3703,9,0,0,0,2,Turuncu
